,connectivity,model,target,n,r_discovery_cv,r_discovery_overfit,r_replication,p_discovery_cv,p_discovery_overfit,p_replication
0,FS_CT,Ridge,age,50,,0.8067970524739646,0.21602610407849343,0.8281718281718282,0.000999000999000999,0.06893106893106893
1,FS_CT,Ridge,age,50,-0.18338870154464343,0.7807148718174709,0.027967468345567945,0.939060939060939,0.000999000999000999,0.4045954045954046
2,FS_CT,Ridge,age,50,-0.2372582241343701,0.7534630613518477,0.07062601884483842,0.9430569430569431,0.000999000999000999,0.33166833166833165
3,FS_CT,Ridge,age,50,0.14363705127892049,0.8347140039959492,0.0471862630873101,0.4725274725274725,0.000999000999000999,0.3806193806193806
4,FS_CT,Ridge,age,50,0.09847273704427938,0.8433844675821062,-0.05992114610085893,0.6263736263736264,0.000999000999000999,0.6463536463536463
5,FS_CT,Ridge,age,50,-0.015331592621262546,0.7694609760988487,0.05148805272548585,0.7532467532467533,0.000999000999000999,0.34465534465534464
6,FS_CT,Ridge,age,50,-0.134012993616011,0.7415549653674248,-0.1191165769209137,0.7962037962037962,0.000999000999000999,0.7932067932067932
7,FS_CT,Ridge,age,50,0.12234339210862,0.830059924001829,0.09975643256047242,0.5184815184815185,0.000999000999000999,0.25774225774225773
8,FS_CT,Ridge,age,50,-0.07696907629969155,0.7836856304448815,-0.07846805434780234,0.7592407592407593,0.000999000999000999,0.7222777222777222
9,FS_CT,Ridge,age,50,-0.24230251005042977,0.7562345045180163,-0.0440522640564481,0.8221778221778222,0.000999000999000999,0.6283716283716284
10,FS_CT,Ridge,age,50,0.0948790233762666,0.7819060818877662,-0.12451802925974985,0.2047952047952048,0.000999000999000999,0.8091908091908092
11,FS_CT,Ridge,age,50,0.3264838085380307,0.8674684997738332,-0.14987663677323879,0.017982017982017984,0.000999000999000999,0.8601398601398601
12,FS_CT,Ridge,age,50,0.18881785831302753,0.7988167036529181,-0.2804840078525272,0.11488511488511488,0.000999000999000999,0.971028971028971
13,FS_CT,Ridge,age,50,0.08938181684436866,0.8182045113185391,-0.02941692720689814,0.4885114885114885,0.000999000999000999,0.5724275724275725
14,FS_CT,Ridge,age,50,,0.8563021086998881,-0.13266521922228722,0.44755244755244755,0.000999000999000999,0.8141858141858141
15,FS_CT,Ridge,age,50,-0.0793912596444224,0.8055533214618473,0.07329813176076508,0.8031968031968032,0.000999000999000999,0.3106893106893107
16,FS_CT,Ridge,age,50,-0.0636813304053228,0.7113175446407434,-0.12693420381575243,0.8911088911088911,0.000999000999000999,0.8271728271728271
17,FS_CT,Ridge,age,50,,0.7964461013048503,0.07637861545658974,0.08491508491508491,0.000999000999000999,0.28771228771228774
18,FS_CT,Ridge,age,50,0.22658529951944867,0.8675874043140057,0.034975728210368776,0.04395604395604396,0.000999000999000999,0.3986013986013986
19,FS_CT,Ridge,age,50,,0.8221097166986668,-0.3721547680076239,0.3336663336663337,0.000999000999000999,0.999000999000999
20,FS_CT,Ridge,age,50,0.09106224968558888,0.7962159448811342,0.11670473444514894,0.5344655344655345,0.000999000999000999,0.1878121878121878
21,FS_CT,Ridge,age,50,0.16659339728980155,0.848209370513685,-0.025248771931954843,0.34665334665334663,0.000999000999000999,0.5744255744255744
22,FS_CT,Ridge,age,50,,0.8093309037018943,0.18578410108307228,0.08491508491508491,0.000999000999000999,0.0999000999000999
23,FS_CT,Ridge,age,50,-0.15821744391916606,0.7875652140034332,0.2020439352713233,0.978021978021978,0.000999000999000999,0.07292707292707293
24,FS_CT,Ridge,age,50,-0.0974663894246109,0.7978265811924234,0.06699724418011598,0.8501498501498501,0.000999000999000999,0.34865134865134867
25,FS_CT,Ridge,age,50,-0.05749638092852592,0.7697285681671227,0.27581660634469796,0.9330669330669331,0.000999000999000999,0.03196803196803197
26,FS_CT,Ridge,age,50,0.2204696915900038,0.8164157004908564,-0.048214372062357305,0.13986013986013987,0.000999000999000999,0.5984015984015985
27,FS_CT,Ridge,age,50,-0.34660098568839437,0.75377429635993,0.1493471396816186,0.9240759240759241,0.000999000999000999,0.14985014985014986
28,FS_CT,Ridge,age,50,0.05787190281898915,0.8141547102513037,-0.09118797443480593,0.5054945054945055,0.000999000999000999,0.7352647352647352
29,FS_CT,Ridge,age,50,-0.17943136512766372,0.7553081213275722,0.13252954523055901,0.978021978021978,0.000999000999000999,0.1888111888111888
30,FS_CT,Ridge,age,50,-0.1497860661373215,0.7550655471827737,-0.003327207083385303,0.8501498501498501,0.000999000999000999,0.5274725274725275
31,FS_CT,Ridge,age,50,-0.12446412657897754,0.7977685457775785,-0.19354086775026794,0.7772227772227772,0.000999000999000999,0.9140859140859141
32,FS_CT,Ridge,age,50,-0.2896599931901152,0.7758016256327444,0.07323324415140683,0.988011988011988,0.000999000999000999,0.28471528471528473
33,FS_CT,Ridge,age,50,0.043485158571589556,0.8411479992960623,0.10604428816484442,0.2947052947052947,0.000999000999000999,0.23176823176823177
34,FS_CT,Ridge,age,50,,0.8184464981120113,0.25070718467371744,0.8271728271728271,0.000999000999000999,0.03496503496503497
